No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv
916,KIGEN,MICAH KIPKEMBOI,28,ELGEYO MARAKWET,150,KEIYO SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
917,KIMUTAI,PETER KIPRONO,28,ELGEYO MARAKWET,150,KEIYO SOUTH,IND,INDEPENDENT,IND
918,KIPKOECH,ANDERSON KIPRUTO,28,ELGEYO MARAKWET,150,KEIYO SOUTH,33,KENYA AFRICAN NATIONAL UNION,KANU
919,RONO,DANIEL KIPKOGEI,28,ELGEYO MARAKWET,150,KEIYO SOUTH,27,JUBILEE PARTY,JP
920,DANIEL,KEMEI,29,NANDI,151,TINDERET,IND,INDEPENDENT,IND
921,KIPBIWOT,JULIUS,29,NANDI,151,TINDERET,27,JUBILEE PARTY,JP
922,KUGUN,FRANCIS AURA,29,NANDI,151,TINDERET,33,KENYA AFRICAN NATIONAL UNION,KANU
923,AGUSIOMA,NAFTALI,29,NANDI,152,ALDAI,25,PROGRESSIVE PARTY OF KENYA,PPOK
924,CHOGE,KIPCHO SAMMY,29,NANDI,152,ALDAI,IND,INDEPENDENT,IND
925,KIPKEMBOI,SAMMY SAWE,29,NANDI,152,ALDAI,62,AMANI NATIONAL CONGRESS,ANC
926,MAIYO,EVANSON KIMAIYO,29,NANDI,152,ALDAI,33,KENYA AFRICAN NATIONAL UNION,KANU
927,MELLY,GILBERT KIPCHUMBA,29,NANDI,152,ALDAI,54,CHAMA CHA MASHINANI,CCM
928,SEREM,CORNELLY,29,NANDI,152,ALDAI,27,JUBILEE PARTY,JP
929,KETER,ALFRED KIPTOO,29,NANDI,153,NANDI HILLS,27,JUBILEE PARTY,JP
930,KITUR,BERNARD KIBOR,29,NANDI,153,NANDI HILLS,IND,INDEPENDENT,IND
931,LETING,ISAAC KIRWA,29,NANDI,153,NANDI HILLS,21,ORANGE DEMOCRATIC MOVEMENT,ODM
932,BIEGO,PAUL KIBICHIY,29,NANDI,154,CHESUMEI,IND,INDEPENDENT,IND
933,BUNGEI,DAVID KIBITOK,29,NANDI,154,CHESUMEI,33,KENYA AFRICAN NATIONAL UNION,KANU
934,KOGO,WILSON KIPNGETICH,29,NANDI,154,CHESUMEI,27,JUBILEE PARTY,JP
935,LELEI,JOHN KIPKEMBOI,29,NANDI,154,CHESUMEI,IND,INDEPENDENT,IND
936,BUNGEI,WILFRED KIPKEMBOI,29,NANDI,155,EMGWEN,IND,INDEPENDENT,IND
937,CHERUIYOT,MOSES KIPCHIRCHIR,29,NANDI,155,EMGWEN,33,KENYA AFRICAN NATIONAL UNION,KANU
938,GESICHO,ISAYA BEGI,29,NANDI,155,EMGWEN,IND,INDEPENDENT,IND
939,KETTER,GABRIEL,29,NANDI,155,EMGWEN,IND,INDEPENDENT,IND
940,KIMUTAI,MESHACK,29,NANDI,155,EMGWEN,IND,INDEPENDENT,IND
941,KOSGEY,ALEXANDER KIMUTAI KIGEN,29,NANDI,155,EMGWEN,27,JUBILEE PARTY,JP
942,KUGUN,THOMAS KINUNEI,29,NANDI,155,EMGWEN,62,AMANI NATIONAL CONGRESS,ANC
943,TUWEI,CALEB KIPKEMBOI,29,NANDI,156,MOSOP,IND,INDEPENDENT,IND
944,TUWEI,VINCENT KIPKURUI,29,NANDI,156,MOSOP,27,JUBILEE PARTY,JP
945,KAMKET KASSAIT,WILLIAM,30,BARINGO,157,TIATY,33,KENYA AFRICAN NATIONAL UNION,KANU
946,ABONGOTUM,KAMAMA ASMAN,30,BARINGO,157,TIATY,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
947,LONYAYO,SYMON KIUTA,30,BARINGO,157,TIATY,27,JUBILEE PARTY,JP
948,CHELANG'A,SAMMY CHELIMO,30,BARINGO,158,BARINGO NORTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
949,CHEPKONGA,JAMES CHEPYEGON,30,BARINGO,158,BARINGO NORTH,IND,INDEPENDENT,IND
950,CHESIKAW,LILIAN ROTICH,30,BARINGO,158,BARINGO NORTH,IND,INDEPENDENT,IND
951,KIPKEBUT,STEPHEN CHEBOR KIPKEMEI,30,BARINGO,158,BARINGO NORTH,IND,INDEPENDENT,IND
952,KIPKIROR,WILLIAM CHEPTUMO,30,BARINGO,158,BARINGO NORTH,27,JUBILEE PARTY,JP
953,KIPKOROS,JOSEPH MAKILAP,30,BARINGO,158,BARINGO NORTH,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
954,KWONYIKE,MOSES MELIL,30,BARINGO,158,BARINGO NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
955,YATICH,NELLY JEPKONGA,30,BARINGO,158,BARINGO NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
956,KANDIE,JOSHUA CHEPYEGON,30,BARINGO,159,BARINGO CENTRAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
957,KIPLAGAT,DAVID KIPKORIR,30,BARINGO,159,BARINGO CENTRAL,27,JUBILEE PARTY,JP
958,KOIMETT,KIPTUM EDDY WESLEY,30,BARINGO,159,BARINGO CENTRAL,33,KENYA AFRICAN NATIONAL UNION,KANU
959,CHEBOIYWO,ANTHONY BUNDOTICH,30,BARINGO,160,BARINGO SOUTH,IND,INDEPENDENT,IND
960,KAMUREN,CHARLES,30,BARINGO,160,BARINGO SOUTH,33,KENYA AFRICAN NATIONAL UNION,KANU
961,KIPCHILLAT,CYNTHIA JEROTICH,30,BARINGO,160,BARINGO SOUTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
962,KIPCHOIM,GRACE JELAGAT,30,BARINGO,160,BARINGO SOUTH,27,JUBILEE PARTY,JP
963,OLEMPAKA,AMOS LEDAA,30,BARINGO,160,BARINGO SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
964,BEREGGE,CHERUTICH CHESIRE,30,BARINGO,161,MOGOTIO,IND,INDEPENDENT,IND
965,CHEPKECH,NOAH KIPKURUI,30,BARINGO,161,MOGOTIO,33,KENYA AFRICAN NATIONAL UNION,KANU
966,SAMBILI,HELLEN JEPKEMOI,30,BARINGO,161,MOGOTIO,IND,INDEPENDENT,IND
967,TUITOEK,DANIEL KAMUREN,30,BARINGO,161,MOGOTIO,27,JUBILEE PARTY,JP
968,BORE,EMMANUEL NGETUNY,30,BARINGO,162,ELDAMA RAVINE,33,KENYA AFRICAN NATIONAL UNION,KANU
969,LESSONET,MOSES K,30,BARINGO,162,ELDAMA RAVINE,27,JUBILEE PARTY,JP
970,SIRMA,MUSA CHERUTICH,30,BARINGO,162,ELDAMA RAVINE,IND,INDEPENDENT,IND
971,GITHUNA,PETER NDIRANGU,31,LAIKIPIA,163,LAIKIPIA WEST,IND,INDEPENDENT,IND
972,GITONGA,GODFREY MWANGI,31,LAIKIPIA,163,LAIKIPIA WEST,IND,INDEPENDENT,IND
973,KARANI,STEPHEN WACHIRA,31,LAIKIPIA,163,LAIKIPIA WEST,IND,INDEPENDENT,IND
974,KARENGE,ONESMUS MUNGAI,31,LAIKIPIA,163,LAIKIPIA WEST,IND,INDEPENDENT,IND
975,KARIUKI,JOSEPH KARANJA,31,LAIKIPIA,163,LAIKIPIA WEST,IND,INDEPENDENT,IND
976,MARIRU,PATRICK KARIUKI,31,LAIKIPIA,163,LAIKIPIA WEST,27,JUBILEE PARTY,JP
977,TUITOEK,DAVID LELIMOI,31,LAIKIPIA,163,LAIKIPIA WEST,2,THE NATIONAL VISION PARTY,NVP
978,ALI,AMIN DEDDY MOHAMED,31,LAIKIPIA,164,LAIKIPIA EAST,27,JUBILEE PARTY,JP
979,KIMARU,ANTHONY MUTAHI,31,LAIKIPIA,164,LAIKIPIA EAST,IND,INDEPENDENT,IND
980,NDEGWA,MARLIN MATHEW WAWERU,31,LAIKIPIA,164,LAIKIPIA EAST,67,MAENDELEO CHAP CHAP PARTY,MCCP
981,WAIGWA,MICHAEL MURIUKI,31,LAIKIPIA,164,LAIKIPIA EAST,13,DEMOCRATIC PARTY OF KENYA,DP
982,KARMUSHU,TEMA SAAYA,31,LAIKIPIA,165,LAIKIPIA NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
983,KORERE,SARAH PAULATA,31,LAIKIPIA,165,LAIKIPIA NORTH,27,JUBILEE PARTY,JP
984,LEIYAGU,RICHARD NCHAPI,31,LAIKIPIA,165,LAIKIPIA NORTH,IND,INDEPENDENT,IND
985,LEMPURKER,MATHEW LEKIDIME,31,LAIKIPIA,165,LAIKIPIA NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
986,LOWASA,JAMES,31,LAIKIPIA,165,LAIKIPIA NORTH,14,PARTY OF NATIONAL UNITY,PNU
987,MUNENE,SIMON MAINA,31,LAIKIPIA,165,LAIKIPIA NORTH,IND,INDEPENDENT,IND
988,KIMANI,FRANCIS KURIA,32,NAKURU,166,MOLO,27,JUBILEE PARTY,JP
989,MACHARIA,JACOB WAWERU,32,NAKURU,166,MOLO,IND,INDEPENDENT,IND
990,MUGO,MARYANN NJAMBI,32,NAKURU,166,MOLO,33,KENYA AFRICAN NATIONAL UNION,KANU
991,CHEPKWONY,CHARITY KATHAMBI,32,NAKURU,167,NJORO,27,JUBILEE PARTY,JP
992,KABAGE,KARANJA,32,NAKURU,167,NJORO,IND,INDEPENDENT,IND
993,KINYANJUI,DENNIS MWANGI,32,NAKURU,167,NJORO,IND,INDEPENDENT,IND
994,KINYANJUI,JOHNSON MBURU MWAMBA,32,NAKURU,167,NJORO,IND,INDEPENDENT,IND
995,KURIA,DAVID KAMAU,32,NAKURU,167,NJORO,IND,INDEPENDENT,IND
996,NDIRANGU,DANIEL KARENJU,32,NAKURU,167,NJORO,IND,INDEPENDENT,IND
997,GICHAGA,DANIEL MAHIRI,32,NAKURU,168,NAIVASHA,IND,INDEPENDENT,IND
998,KIHARA,JAYNE NJERI WANJIRU,32,NAKURU,168,NAIVASHA,27,JUBILEE PARTY,JP
999,MBURU,PETER MURATHIMME,32,NAKURU,168,NAIVASHA,33,KENYA AFRICAN NATIONAL UNION,KANU
1000,NGURE,ANTHONY REBO,32,NAKURU,168,NAIVASHA,IND,INDEPENDENT,IND
1001,NGUTHIRU,SOLOMON NDEGWA,32,NAKURU,168,NAIVASHA,IND,INDEPENDENT,IND
1002,MWAURA,PAUL GITAHI,32,NAKURU,169,GILGIL,67,MAENDELEO CHAP CHAP PARTY,MCCP
1003,NJOROGE,KIIRU PATRICE,32,NAKURU,169,GILGIL,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK
1004,WANJIRA,MARTHA WANGARI,32,NAKURU,169,GILGIL,27,JUBILEE PARTY,JP
1005,CHERUIYOT,ZAKAYO KIPKEMOI,32,NAKURU,170,KURESOI SOUTH,54,CHAMA CHA MASHINANI,CCM
1006,CHTALU,BRUCE KIPROTICH ARAP,32,NAKURU,170,KURESOI SOUTH,33,KENYA AFRICAN NATIONAL UNION,KANU
unknown:1,KIPKOSGEI,JOSEPH TONUI,32,NAKURU,170,KURESOI SOUTH,27,JUBILEE PARTY,JP
1007,K Kenneth,Rotich,32,NAKURU,170,KURESOI SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1008,CHEBOI,MOSES KIPKEMBOI,32,NAKURU,171,KURESOI NORTH,27,JUBILEE PARTY,JP
1009,EVERLYNE KOSKE,CHEPKURUI MILGO,32,NAKURU,171,KURESOI NORTH,IND,INDEPENDENT,IND
1010,KARIUKI,DANSON IRUNGU,32,NAKURU,171,KURESOI NORTH,IND,INDEPENDENT,IND
1011,KIPKORIR,KOECH MOSES,32,NAKURU,171,KURESOI NORTH,2,THE NATIONAL VISION PARTY,NVP
1012,LEGUTA,ROBERT KIPKOECH,32,NAKURU,171,KURESOI NORTH,54,CHAMA CHA MASHINANI,CCM
1013,Ngenoh,Stephen Kipkemoi,32,NAKURU,171,KURESOI NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
1014,GACHOBE,SAMUEL KINUTHIA,32,NAKURU,172,SUBUKIA,27,JUBILEE PARTY,JP
1015,KIHIU,GEORGE MURIMI,32,NAKURU,172,SUBUKIA,67,MAENDELEO CHAP CHAP PARTY,MCCP
1016,MUIGAI,SIMON NGUGI,32,NAKURU,172,SUBUKIA,IND,INDEPENDENT,IND
1017,WAITITU,NJOROGE,32,NAKURU,172,SUBUKIA,13,DEMOCRATIC PARTY OF KENYA,DP
1018,GICHUHI,PATRICK MIRI,32,NAKURU,173,RONGAI,13,DEMOCRATIC PARTY OF KENYA,DP
1019,KASIKA,SAMWEL KISEO,32,NAKURU,173,RONGAI,IND,INDEPENDENT,IND
1020,KIGEN,LUKA KIPKORIR,32,NAKURU,173,RONGAI,IND,INDEPENDENT,IND
1021,KOMEN,ANDREW KIBET,32,NAKURU,173,RONGAI,27,JUBILEE PARTY,JP
1022,MOI,KIPRUTO,32,NAKURU,173,RONGAI,33,KENYA AFRICAN NATIONAL UNION,KANU
1023,GICHUHI,DEDAN MWENDA GIKWA,32,NAKURU,174,BAHATI,IND,INDEPENDENT,IND
1024,HONEST,JOHN MBUGUA,32,NAKURU,174,BAHATI,IND,INDEPENDENT,IND
1025,KAMAU,ELIUD MUNGAI,32,NAKURU,174,BAHATI,IND,INDEPENDENT,IND
1026,KIMANI,JOSEPH KAMAU,32,NAKURU,174,BAHATI,IND,INDEPENDENT,IND
1027,MWAURA,JOHN THUO,32,NAKURU,174,BAHATI,IND,INDEPENDENT,IND
1028,NGUNJIRI,ONESMAS KIMANI,32,NAKURU,174,BAHATI,27,JUBILEE PARTY,JP
1029,ARAMA,SAMUEL,32,NAKURU,175,NAKURU TOWN WEST,27,JUBILEE PARTY,JP
1030,ISOE,OCHOKI ANDREW MINGATE,32,NAKURU,175,NAKURU TOWN WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1031,KOECH,STEPHEN KIPKEMOI A,32,NAKURU,175,NAKURU TOWN WEST,54,CHAMA CHA MASHINANI,CCM
1032,KOMEN,EZEKIEL KIPROTICH,32,NAKURU,175,NAKURU TOWN WEST,IND,INDEPENDENT,IND
1033,MWANGI,JOSEPH KARIKO,32,NAKURU,175,NAKURU TOWN WEST,IND,INDEPENDENT,IND
1034,NDUBI,PETER GETARE,32,NAKURU,175,NAKURU TOWN WEST,62,AMANI NATIONAL CONGRESS,ANC
1035,OGADA,ERICK OTIENO,32,NAKURU,175,NAKURU TOWN WEST,IND,INDEPENDENT,IND
1036,SANG,DEBORA CHEPNGETICH,32,NAKURU,175,NAKURU TOWN WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
1037,TOMATO,SOSPETER NYAKUNDI NYANGA',32,NAKURU,175,NAKURU TOWN WEST,IND,INDEPENDENT,IND
1038,WACIRA,FRAVIAN WAIRIMU,32,NAKURU,175,NAKURU TOWN WEST,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
1039,GIKARIA,DAVID,32,NAKURU,176,NAKURU TOWN EAST,27,JUBILEE PARTY,JP
1040,KIHANYA,BEN GATHOGO,32,NAKURU,176,NAKURU TOWN EAST,IND,INDEPENDENT,IND
1041,OKELLO,ISA SAMUEL,32,NAKURU,176,NAKURU TOWN EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1042,WANGAI,BENSON MWANGI,32,NAKURU,176,NAKURU TOWN EAST,IND,INDEPENDENT,IND
1043,KELELE,RICHARD,33,NAROK,177,KILGORIS,54,CHAMA CHA MASHINANI,CCM
1044,KONCHELA,GIDEON SITELU,33,NAROK,177,KILGORIS,27,JUBILEE PARTY,JP
1045,OIBOO,MORINTAT PETER,33,NAROK,177,KILGORIS,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1046,SIPARO,JOSEPH O,33,NAROK,177,KILGORIS,IND,INDEPENDENT,IND
1047,SUNKULI,JULIUS LEKAKENY,33,NAROK,177,KILGORIS,33,KENYA AFRICAN NATIONAL UNION,KANU
1048,ALVIN,SANG KIPKOECH,33,NAROK,178,EMURUA DIKIRR,IND,INDEPENDENT,IND
1049,BWOGO,JOHN BIRIR,33,NAROK,178,EMURUA DIKIRR,67,MAENDELEO CHAP CHAP PARTY,MCCP
1050,KETER,DAVID KIPSANG,33,NAROK,178,EMURUA DIKIRR,27,JUBILEE PARTY,JP
1051,KIPYEGON,JOHANA NGENO,33,NAROK,178,EMURUA DIKIRR,33,KENYA AFRICAN NATIONAL UNION,KANU
1052,KAMWARO,MARTIN OLE,33,NAROK,179,NAROK NORTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
1053,KENTA,RICHARD MOITALEI OLE,33,NAROK,179,NAROK NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1054,KESHEI,NELSON KOINET,33,NAROK,179,NAROK NORTH,IND,INDEPENDENT,IND
1055,OLOLDAPASH,JOEL MEITAMEI,33,NAROK,179,NAROK NORTH,54,CHAMA CHA MASHINANI,CCM
1056,ROTIKEN,SYMON KAITIKEI,33,NAROK,179,NAROK NORTH,27,JUBILEE PARTY,JP
1057,ARAMAT,LEMANKEN,33,NAROK,180,NAROK EAST,27,JUBILEE PARTY,JP
1058,KERIOLALE,ALFRED MUMPASOI,33,NAROK,180,NAROK EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1059,LEMPAKA,HARON MEITAMEL,33,NAROK,180,NAROK EAST,14,PARTY OF NATIONAL UNITY,PNU
1060,MESHUKO,GEORGE KASATUA RUKUTI,33,NAROK,180,NAROK EAST,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
1061,NKADADO,JOSEPH MUNKE,33,NAROK,180,NAROK EAST,54,CHAMA CHA MASHINANI,CCM
1062,NKERE,DOUGLAS PASHET NTAINE,33,NAROK,180,NAROK EAST,33,KENYA AFRICAN NATIONAL UNION,KANU
1063,TOROME,ERNEST PARSALOI KAPAYA,33,NAROK,180,NAROK EAST,IND,INDEPENDENT,IND
1064,CHAMDANY,JACOB KIPROP,33,NAROK,181,NAROK SOUTH,IND,INDEPENDENT,IND
1065,CHUMO,JOEL BETT,33,NAROK,181,NAROK SOUTH,34,SAFINA,SAFINA
1066,DAVID,MAYONE MATUNKE,33,NAROK,181,NAROK SOUTH,IND,INDEPENDENT,IND
1067,KIPRONO,ROTICH IBRAHIM,33,NAROK,181,NAROK SOUTH,IND,INDEPENDENT,IND
1068,KOBEY,GIDEON LEDAMA,33,NAROK,181,NAROK SOUTH,2,THE NATIONAL VISION PARTY,NVP
1069,KORIR,SIMON KIPLANGAT,33,NAROK,181,NAROK SOUTH,54,CHAMA CHA MASHINANI,CCM
1070,LEMEIN,KOREI OLE,33,NAROK,181,NAROK SOUTH,27,JUBILEE PARTY,JP
1071,MOIJOI,BENJAMIN LEMOI,33,NAROK,181,NAROK SOUTH,8,RESTORE AND BUILD KENYA,RBK
1072,NTUTU,KITILAI OLE,33,NAROK,181,NAROK SOUTH,33,KENYA AFRICAN NATIONAL UNION,KANU
1073,CHEBORGEI,PETER KIPSIELE,33,NAROK,182,NAROK WEST,67,MAENDELEO CHAP CHAP PARTY,MCCP
1074,LOIGERO,WILLY,33,NAROK,182,NAROK WEST,IND,INDEPENDENT,IND
1075,LUKA,JIMMY PARNYUMBE,33,NAROK,182,NAROK WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1076,MPOE,STANLEY TAPARIA,33,NAROK,182,NAROK WEST,27,JUBILEE PARTY,JP
1077,SANG,EDWIN KIPRONO,33,NAROK,182,NAROK WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
1078,TONGOYO,GABRIEL KOSHAL,33,NAROK,182,NAROK WEST,54,CHAMA CHA MASHINANI,CCM
1079,TYSON,KIPLANGAT KOSKEI,33,NAROK,182,NAROK WEST,17,AGANO PARTY,AGANO
1080,GITAU,FRANCIS PARSIMEI,34,KAJIADO,183,KAJIADO NORTH,IND,INDEPENDENT,IND
1081,KIMANI,KENNEDY MUIRURI,34,KAJIADO,183,KAJIADO NORTH,14,PARTY OF NATIONAL UNITY,PNU
1082,MANJE,JOSEPH WATHIGO,34,KAJIADO,183,KAJIADO NORTH,27,JUBILEE PARTY,JP
1083,MOCHECHE,GEORGE MORARA,34,KAJIADO,183,KAJIADO NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1084,MUSEI,PETER NTOYIAN,34,KAJIADO,183,KAJIADO NORTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
1085,MWEBI,WYCLIFFE NYARONGI,34,KAJIADO,183,KAJIADO NORTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
1086,NYAGWANSA,ANDREW MOKORO,34,KAJIADO,183,KAJIADO NORTH,62,AMANI NATIONAL CONGRESS,ANC
1087,KAIKA,PAUL PARTOIRE OLE,34,KAJIADO,184,KAJIADO CENTRAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
1088,KANCHORY,ELIJAH MEMUSI,34,KAJIADO,184,KAJIADO CENTRAL,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1089,KIROKEN,ANTONY MEITIAKI,34,KAJIADO,184,KAJIADO CENTRAL,IND,INDEPENDENT,IND
1090,KOISIKIR,CHRISTOPHER MEIBUKO,34,KAJIADO,184,KAJIADO CENTRAL,27,JUBILEE PARTY,JP
1091,LENTE,FAITH MEMUSI,34,KAJIADO,184,KAJIADO CENTRAL,14,PARTY OF NATIONAL UNITY,PNU
1092,NKOIRISHISHE,RICHARD MARIPET,34,KAJIADO,184,KAJIADO CENTRAL,33,KENYA AFRICAN NATIONAL UNION,KANU
1093,HAMISI,KAKUTA MAIMAI,34,KAJIADO,185,KAJIADO EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1094,KIMITI,GEORGE RIANTO,34,KAJIADO,185,KAJIADO EAST,IND,INDEPENDENT,IND
1095,MOKORO,EMMANUEL ONYINKWA,34,KAJIADO,185,KAJIADO EAST,67,MAENDELEO CHAP CHAP PARTY,MCCP
1096,PARSEINA,DAVID MINGATI,34,KAJIADO,185,KAJIADO EAST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
1097,TOBIKO,PERIS PESI,34,KAJIADO,185,KAJIADO EAST,27,JUBILEE PARTY,JP
1098,GITAU,JACOB WANGAI,34,KAJIADO,186,KAJIADO WEST,22,PEOPLES PARTY OF KENYA,PPK
1099,NEMAGAI,GABRIEL,34,KAJIADO,186,KAJIADO WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
1100,ONDIEKI,KENNEDY GEOFFREY,34,KAJIADO,186,KAJIADO WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
1101,SAKUDA,MOSES SOMOINE OLE,34,KAJIADO,186,KAJIADO WEST,IND,INDEPENDENT,IND
1102,SIMEL,JOSEPH MOKINYO,34,KAJIADO,186,KAJIADO WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1103,SUNKUYIA,GEORGE RISA,34,KAJIADO,186,KAJIADO WEST,27,JUBILEE PARTY,JP
1104,KATOO,METITO JUDAH,34,KAJIADO,187,KAJIADO SOUTH,27,JUBILEE PARTY,JP
1105,LALAITO,JOHN LOSUYAI OLE,34,KAJIADO,187,KAJIADO SOUTH,14,PARTY OF NATIONAL UNITY,PNU
1106,LEKANAIYIA,THOMAS SANINGO,34,KAJIADO,187,KAJIADO SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1107,CHEROROT,JOSEPH KIMUTAI,35,KERICHO,188,KIPKELION EAST,IND,INDEPENDENT,IND
1108,KIRUI,JOSEPH KIPNGETICH,35,KERICHO,188,KIPKELION EAST,33,KENYA AFRICAN NATIONAL UNION,KANU
1109,LIMO,KIRUI JOSEPH,35,KERICHO,188,KIPKELION EAST,27,JUBILEE PARTY,JP
1110,MARITIM,SIMON TOWETT,35,KERICHO,188,KIPKELION EAST,54,CHAMA CHA MASHINANI,CCM
1111,KOSGEI,HILARY KIPLANG'AT,35,KERICHO,189,KIPKELION WEST,27,JUBILEE PARTY,JP
1112,RONO,KIPKOECH,35,KERICHO,189,KIPKELION WEST,IND,INDEPENDENT,IND
1113,ROP,JACKSON KIPKORIR,35,KERICHO,189,KIPKELION WEST,IND,INDEPENDENT,IND
1114,CHEPKURUI,STELLAH,35,KERICHO,190,AINAMOI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1115,KEINO,JOHN KIBET,35,KERICHO,190,AINAMOI,33,KENYA AFRICAN NATIONAL UNION,KANU
1116,LANGAT,BENJAMIN KIPKIRUI,35,KERICHO,190,AINAMOI,IND,INDEPENDENT,IND
1117,MARITIM,SYLVANUS,35,KERICHO,190,AINAMOI,27,JUBILEE PARTY,JP
1118,ROTICH,JOSEPH KIBORE,35,KERICHO,190,AINAMOI,IND,INDEPENDENT,IND
1119,CHEPKOECH,FAITH,35,KERICHO,191,BURETI,54,CHAMA CHA MASHINANI,CCM
1120,CHERUIYOT,JOEL KIBET,35,KERICHO,191,BURETI,67,MAENDELEO CHAP CHAP PARTY,MCCP
1121,KIMETO,EDWIN KIPROTICH ARAP,35,KERICHO,191,BURETI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
1122,MUTAI,JAPHETH KIPLANGAT,35,KERICHO,191,BURETI,27,JUBILEE PARTY,JP
1123,RONO,KIPNGENO,35,KERICHO,191,BURETI,44,PARTY OF DEMOCRATIC UNITY,PDU
1124,SANG,KIPKORIR MARISIN ARAP,35,KERICHO,191,BURETI,33,KENYA AFRICAN NATIONAL UNION,KANU
1125,SANG,LEONARD KIPKOSGEI,35,KERICHO,191,BURETI,IND,INDEPENDENT,IND
1126,KETER,ERIC ARAP,35,KERICHO,192,BELGUT,IND,INDEPENDENT,IND
1127,KOECH,NELSON,35,KERICHO,192,BELGUT,27,JUBILEE PARTY,JP
1128,MUTAI,DOMINIC KIPKIRUI,35,KERICHO,192,BELGUT,54,CHAMA CHA MASHINANI,CCM
1129,RAYMOND,CHERUIYOT,35,KERICHO,192,BELGUT,33,KENYA AFRICAN NATIONAL UNION,KANU
1130,KEMEI,JUSTICE KIPSANG,35,KERICHO,193,SIGOWET SOIN,27,JUBILEE PARTY,JP
1131,KETER,SAMMY KIPKOECH,35,KERICHO,193,SIGOWET SOIN,33,KENYA AFRICAN NATIONAL UNION,KANU
1132,KOROS,BENARD KIPSENGERET,35,KERICHO,193,SIGOWET SOIN,IND,INDEPENDENT,IND
1133,NGETICH,JACK,35,KERICHO,193,SIGOWET SOIN,67,MAENDELEO CHAP CHAP PARTY,MCCP
1134,ROGONY,KIPROTICH,35,KERICHO,193,SIGOWET SOIN,54,CHAMA CHA MASHINANI,CCM
1135,SOY,WILSON KIPTANUI,35,KERICHO,193,SIGOWET SOIN,IND,INDEPENDENT,IND
1136,TOO,ENOCK KIPLANGAT,35,KERICHO,193,SIGOWET SOIN,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
1137,ELLY,KIPLANGAT KOSKEI,36,BOMET,194,SOTIK,IND,INDEPENDENT,IND
1138,KIMETO,PAUL KIPSIGEI,36,BOMET,194,SOTIK,54,CHAMA CHA MASHINANI,CCM
1139,KIPKIRUI,SIGILAI BENARD,36,BOMET,194,SOTIK,IND,INDEPENDENT,IND
1140,KIPROTICH,PHILIP,36,BOMET,194,SOTIK,33,KENYA AFRICAN NATIONAL UNION,KANU
1141,KIRUI,VINCENT,36,BOMET,194,SOTIK,IND,INDEPENDENT,IND
1142,KOSKEI,DOMINIC KIPKOECH,36,BOMET,194,SOTIK,27,JUBILEE PARTY,JP
1143,SIGEI,FRANCIS KIPYEGON ARAP,36,BOMET,194,SOTIK,IND,INDEPENDENT,IND
1144,SOI,ANDREW KIPKEMOI,36,BOMET,194,SOTIK,2,THE NATIONAL VISION PARTY,NVP
